"Term","WordNet Category","Synset Definition","Frequency","Synset Example"
"stomp","motion","walk heavily","2"," ""The men stomped through the snow in their heavy boots"""
"stooge","motion","cruise in slow or routine flights","1","cruise in slow or routine flights"
"stoop","motion","bend one's back forward from the waist on down","2"," ""he crouched down""; ""She bowed before the Queen""; ""The young man stooped to pick up the girl's purse"""
"stop","motion","come to a halt, stop moving","10"," ""the car stopped""; ""She stopped in front of a store window"""
"stop_dead","motion","stop moving or become immobilized","2"," ""When he saw the police car he froze"""
"stop_over","motion","interrupt a trip","1"," ""we stopped at Aunt Mary's house""; ""they stopped for three days in Florence"""
"straggle","motion","wander from a direct or straight course","3","wander from a direct or straight course"
"straighten","motion","straighten up or out","5"," make straight"
"straighten_up","motion","straighten oneself","2"," ""He drew himself up when he talked to his superior"""
"strand","motion","drive (a vessel) ashore","2","drive (a vessel) ashore"
"stray","motion","move about aimlessly or without any destination, often in search of food or employment","3"," ""The gypsies roamed the woods""; ""roving vagabonds""; ""the wandering Jew""; ""The cattle roam across the prairie""; ""the laborers drift from one town to the next""; ""They rolled from town to town"""
"streak","motion","move quickly in a straight line","2"," ""The plane streaked across the sky"""
"stream","motion","to extend, wave or float outward, as if in the wind","4"," ""their manes streamed like stiff black pennants in the wind"""
"stretch","motion","extend or stretch out to a greater or the full length","9"," ""Unfold the newspaper""; ""stretch out that piece of cloth""; ""extend the TV antenna"""
"stretch_out","motion","extend or stretch out to a greater or the full length","4"," ""Unfold the newspaper""; ""stretch out that piece of cloth""; ""extend the TV antenna"""
"stride","motion","walk with long steps","1"," ""He strode confidently across the hall"""
"strike","motion","drive something violently into a location","15"," ""he hit his fist on the table""; ""she struck her head on the low ceiling"""
"strike_out","motion","make a motion as with one's fist or foot towards an object or away from one's body","3","make a motion as with one's fist or foot towards an object or away from one's body"
"string","motion","move or come along","3","move or come along"
"string_along","motion","move or come along","1","move or come along"
"stroll","motion","walk leisurely and with no apparent aim","2","walk leisurely and with no apparent aim"
"struggle","motion","climb awkwardly, as if by scrambling","5","climb awkwardly, as if by scrambling"
"strut","motion","to walk with a lofty proud gait, often in an attempt to impress others","2"," ""He struts around like a rooster in a hen house"""
"stuff","motion","press or force","3"," ""Stuff money into an envelope""; ""She thrust the letter into his hand"""
"stumble","motion","walk unsteadily","4"," ""The drunk man stumbled about"""
"stump","motion","walk heavily","2"," ""The men stomped through the snow in their heavy boots"""
"sublimate","motion","direct energy or urges into useful activities","1","direct energy or urges into useful activities"
"submarine","motion","move forward or under in a sliding motion","1"," ""The child was injured when he submarined under the safety belt of the car"""
"submerge","motion","sink below the surface","3"," go under or as if under water"
"submerse","motion","sink below the surface","1"," go under or as if under water"
"subside","motion","sink to a lower level or form a depression","2"," ""the valleys subside"""
"succuss","motion","shake","1"," especially (a patient to detect fluids or air in the body)"
"suck","motion","draw something in by or as if by a vacuum","3"," ""Mud was sucking at her feet"""
"suction","motion","remove or draw away by the force of suction","1"," ""the doctors had to suction the water from the patient's lungs"""
"summit","motion","reach the summit (of a mountain)","1"," ""They breasted the mountain""; ""Many mountaineers go up Mt. Everest but not all summit"""
"supinate","motion","turn (the hand or forearm) so that the back is downward or backward, or turn out (the leg)","1","turn (the hand or forearm) so that the back is downward or backward, or turn out (the leg)"
"surcharge","motion","fill to capacity with people","1"," ""The air raids had surcharged the emergency wards"""
"surf","motion","ride the waves of the sea with a surfboard","1"," ""Californians love to surf"""
"surface","motion","come to the surface","2","come to the surface"
"surfboard","motion","ride the waves of the sea with a surfboard","1"," ""Californians love to surf"""
"surge","motion","rise and move, as in waves or billows","5"," ""The army surged forward"""
"surmount","motion","reach the highest point of","3"," ""We scaled the Mont Blanc"""
"surpass","motion","move past","4"," ""A black limousine passed by when she looked out the window""; ""He passed his professor in the hall""; ""One line of soldiers surpassed the other"""
"swag","motion","droop, sink, or settle from or as if from pressure or loss of tautness","1","droop, sink, or settle from or as if from pressure or loss of tautness"
"swagger","motion","to walk with a lofty proud gait, often in an attempt to impress others","2"," ""He struts around like a rooster in a hen house"""
"swan","motion","move about aimlessly or without any destination, often in search of food or employment","2"," ""The gypsies roamed the woods""; ""roving vagabonds""; ""the wandering Jew""; ""The cattle roam across the prairie""; ""the laborers drift from one town to the next""; ""They rolled from town to town"""
"swap","motion","move (a piece of a program) into memory, in computer science","2","move (a piece of a program) into memory, in computer science"
"swarm","motion","move in large numbers","3"," ""people were pouring out of the theater""; ""beggars pullulated in the plaza"""
"swash","motion","make violent, noisy movements","1","make violent, noisy movements"
"sway","motion","move back and forth or sideways","4"," ""the ship was rocking""; ""the tall building swayed""; ""She rocked back and forth on her feet"""
"sweep","motion","sweep across or over","8"," ""Her long skirt brushed the floor""; ""A gasp swept cross the audience"""
"swell","motion","come up, as of a liquid","6"," ""Tears well in her eyes""; ""the currents well up"""
"swerve","motion","turn sharply","2"," change direction abruptly; ""The car cut to the left at the intersection""; ""The motorbike veered to the right"""
"swim","motion","travel through water","3"," ""We had to swim for 20 minutes to reach the shore""; ""a big fish was swimming in the tank"""
"swing","motion","move in a curve or arc, usually with the intent of hitting","10"," ""He swung his left fist""; ""swing a bat"""
"swing_about","motion","turn abruptly and face the other way, either physically or metaphorically","1"," ""He turned around to face his opponent""; ""My conscience told me to turn around before I made a mistake"""
"swing_around","motion","turn abruptly and face the other way, either physically or metaphorically","2"," ""He turned around to face his opponent""; ""My conscience told me to turn around before I made a mistake"""
"swirl","motion","turn in a twisting or spinning motion","3"," ""The leaves swirled in the autumn wind"""
"swivel","motion","turn on a pivot","2","turn on a pivot"
"swoop","motion","move down on as if in an attack","2"," ""The raptor swooped down on its prey""; ""The teacher swooped down upon the new students"""
